Model,Test_AUC,FPR,Test_Accuracy,Mod_Sample_Accuracy,MIA AUC.,JS Div.,Parameter,Run,Run_Time
Retrainer,0.8470641295297456,0.3015463917525773,0.8523039365273115,0.9,0.9393957888312481,0.0,,1,5.88882851600647
SISA,0.8002031844066732,0.3324742268041237,0.8193469636862984,0.3,0.6395483674092156,0.12135254852856166,,1,6.198564291000366
BFRT,0.8468695556945136,0.3015463917525773,0.8527616722612146,0.1,0.5561489166920964,0.029348256960257967,0.0,1,0.006691932678222656
First_Order,0.8468695556945136,0.3015463917525773,0.8527616722612146,0.1,0.5561489166920964,0.029348256960257967,0.0,1,0.002181529998779297
Fine_Tuning,0.8468695556945136,0.3015463917525773,0.8527616722612146,0.1,0.5561489166920964,0.029348256960257967,0.0,1,0.009499073028564453
BFRT,0.8468630768664877,0.3015463917525773,0.8526090936832469,0.1,0.557674702471773,0.029370469869279325,0.004631991101223581,1,0.006277799606323242
First_Order,0.8468237859094268,0.29896907216494845,0.8497101007018615,0.1,0.5608941104668905,0.03008583340797504,0.04449388209121246,1,0.0018258094787597656
Fine_Tuning,0.8468818863672083,0.3015463917525773,0.8529142508391822,0.1,0.5575068660360085,0.029339568587793022,0.00020302558398220245,1,0.009383678436279297
BFRT,0.8468628678720352,0.3015463917525773,0.8524565151052792,0.1,0.5595056454073848,0.029398136706099073,0.009263982202447162,1,0.006182670593261719
First_Order,0.8467297384058238,0.29896907216494845,0.8500152578577967,0.1,0.565929203539823,0.031242638855940714,0.08898776418242492,1,0.0019571781158447266
Fine_Tuning,0.8468601509441533,0.3015463917525773,0.8524565151052792,0.1,0.5589411046689045,0.029345452694310176,0.0004060511679644049,1,0.009505510330200195
BFRT,0.8468279657984759,0.3015463917525773,0.851235886481538,0.1,0.5610466890448581,0.029431294875667695,0.013895973303670744,1,0.006385326385498047
First_Order,0.8466607702365148,0.28350515463917525,0.8362831858407079,0.1,0.5701708880073237,0.03278882379844772,0.13348164627363737,1,0.001989603042602539
