Model,Test_AUC,FPR,Test_Accuracy,Mod_Sample_Accuracy,MIA AUC.,JS Div.,Parameter,Run,Run_Time
Retrainer,0.844180660641608,0.2772727272727273,0.8062798257140881,0.85,0.8791198388546926,0.0,,1,52.4532413482666
SISA,0.8004829646228413,0.2696969696969697,0.7174424234041081,0.4625,0.5969737706618715,0.1610167645511515,,1,100.31100654602051
BFRT,0.8435652744686452,0.2308080808080808,0.7650252437927935,0.2125,0.5212536309564976,0.04458873608503463,0.0,1,0.11026954650878906
First_Order,0.8435652744686452,0.2308080808080808,0.7650252437927935,0.2125,0.5212536309564976,0.04458873608503463,0.0,1,0.0029768943786621094
Fine_Tuning,0.8435652744686452,0.2308080808080808,0.7650252437927935,0.2125,0.5212536309564976,0.04458873608503463,0.0,1,0.010650873184204102
BFRT,0.843532670606878,0.2313131313131313,0.7651981464831593,0.2125,0.5228106196832423,0.04453542065731,0.005045606229143493,1,0.07594680786132812
First_Order,0.8435112128036621,0.25252525252525254,0.7843557645756968,0.175,0.521130653917975,0.0452101950940732,0.04493882091212458,1,0.0023610591888427734
Fine_Tuning,0.8434340247076901,0.23434343434343435,0.7685178781381838,0.2125,0.5236960975862783,0.04515583742918184,0.0012235817575083428,1,0.010574102401733398
BFRT,0.8434972638254249,0.2308080808080808,0.7646794384120617,0.2125,0.5243297859464693,0.04464327637154682,0.010091212458286985,1,0.03571939468383789
First_Order,0.8434504953762137,0.23585858585858585,0.76934781105194,0.2125,0.5210219413514074,0.04791158830174731,0.08987764182424916,1,0.002310514450073242
Fine_Tuning,0.8432808765507928,0.23434343434343435,0.7683103949097448,0.2125,0.5261044159347119,0.04794536370275007,0.0024471635150166856,1,0.010484695434570312
BFRT,0.8434555106338462,0.2308080808080808,0.7645756967978422,0.2125,0.5258111297461788,0.0449156817697083,0.015136818687430477,1,0.03581047058105469
First_Order,0.843384143986453,0.23585858585858585,0.769140327823501,0.2125,0.5209145255550176,0.05250501328059753,0.13481646273637374,1,0.0023145675659179688
Fine_Tuning,0.8431065330714526,0.24191919191919192,0.7741199253060378,0.2125,0.5284818279272425,0.05278961281204774,0.003670745272525028,1,0.010461807250976562
BFRT,0.8434111326345345,0.23282828282828283,0.766131821011135,0.2125,0.5273140863821841,0.04535415270349401,0.02018242491657397,1,0.0357975959777832
First_Order,0.8433136772731398,0.24393939393939393,0.7762639186665744,0.1875,0.5207939259284875,0.05866221909633826,0.17975528364849833,1,0.002541780471801758
Fine_Tuning,0.8429114348623963,0.23686868686868687,0.76934781105194,0.225,0.5309020333356387,0.05934727639862862,0.004894327030033371,1,0.010419845581054688
BFRT,0.8433676170720494,0.24444444444444444,0.7760218549000623,0.2125,0.5288163946331005,0.04595838717396181,0.025228031145717464,1,0.035776376724243164
First_Order,0.8432312489360154,0.24494949494949494,0.7767134656615257,0.1875,0.5206804585379349,0.06604516684050388,0.22469410456062291,1,0.0023965835571289062
Fine_Tuning,0.842709999617528,0.23030303030303031,0.7632616363510616,0.25,0.5332435680199183,0.06725514277719728,0.006117908787541714,1,0.010422945022583008
BFRT,0.8433130585684598,0.24343434343434345,0.7752265025243793,0.2125,0.5303539318071788,0.04672633792451461,0.030273637374860954,1,0.035753726959228516
