Model,Test_AUC,FPR,Test_Accuracy,Mod_Sample_Accuracy,MIA AUC.,JS Div.,Parameter,Run,Run_Time
Retrainer,0.8408398567468425,0.22422680412371135,0.7834909978638999,1.0,0.9057522123893805,0.0,,1,6.215964078903198
SISA,0.7756400664100771,0.3582474226804124,0.8207201708880073,0.7,0.8550656087885261,0.09843244048138554,,1,6.497684001922607
BFRT,0.8417815857495878,0.2860824742268041,0.8356728715288374,0.1,0.5570338724443088,0.021085848942192197,0.0,1,0.01195669174194336
First_Order,0.8417815857495878,0.2860824742268041,0.8356728715288374,0.1,0.5570338724443088,0.021085848942192197,0.0,1,0.002626180648803711
Fine_Tuning,0.8417815857495878,0.2860824742268041,0.8356728715288374,0.1,0.5570338724443088,0.021085848942192197,0.0,1,0.010838508605957031
BFRT,0.8417071837245151,0.2860824742268041,0.8349099786389991,0.1,0.5595514189807751,0.02104688529618345,0.004631991101223581,1,0.006870746612548828
First_Order,0.8416047764428142,0.2860824742268041,0.8350625572169668,0.1,0.5638388770216661,0.02141186685040489,0.04449388209121246,1,0.00223541259765625
Fine_Tuning,0.841673744612123,0.2860824742268041,0.8349099786389991,0.1,0.5591089411046689,0.02106451346838514,0.00020302558398220245,1,0.01073455810546875
BFRT,0.841671863662051,0.2860824742268041,0.8344522429050961,0.1,0.5621452548062252,0.021019194820684817,0.009263982202447162,1,0.0067250728607177734
First_Order,0.8414141735021785,0.2860824742268041,0.8352151357949343,0.1,0.5700640830027465,0.02235350381494492,0.08898776418242492,1,0.002135753631591797
Fine_Tuning,0.8415801150974249,0.2860824742268041,0.8338419285932255,0.1,0.5606194690265487,0.021071851530830306,0.0004060511679644049,1,0.010706901550292969
BFRT,0.8416252578991543,0.2860824742268041,0.8342996643271284,0.1,0.5647848642050656,0.021002967042386408,0.013895973303670744,1,0.0067751407623291016
First_Order,0.8412139568167303,0.2860824742268041,0.8323161428135489,0.1,0.5764266097039976,0.023861656041751743,0.13348164627363737,1,0.0022194385528564453
Fine_Tuning,0.8415044591056375,0.28865979381443296,0.835825450106805,0.1,0.5628623741226731,0.021108236036348114,0.0006090767519466074,1,0.010656595230102539
BFRT,0.8415830410197592,0.32216494845360827,0.8658834299664327,0.1,0.5671803478791577,0.020998320518157497,0.018527964404894324,1,0.006632804870605469
First_Order,0.8409911687304172,0.2809278350515464,0.8294171498321635,0.1,0.5829569728410131,0.0258592480425424,0.17797552836484984,1,0.002022981643676758
Fine_Tuning,0.841395364001458,0.32216494845360827,0.8658834299664327,0.1,0.5648764113518462,0.021173978297520945,0.0008121023359288098,1,0.010684013366699219
BFRT,0.8415287024621219,0.2912371134020619,0.8384192859322551,0.1,0.5695148001220629,0.021005377871475724,0.023159955506117904,1,0.006753444671630859
First_Order,0.840734523542807,0.2809278350515464,0.8275862068965517,0.1,0.5886023802258162,0.028262514519988312,0.2224694104560623,1,0.002221822738647461
Fine_Tuning,0.8412994355477827,0.32216494845360827,0.866188587122368,0.1,0.566783643576442,0.021269284807607453,0.0010151279199110122,1,0.010656595230102539
BFRT,0.8414664221152914,0.2912371134020619,0.8381141287763199,0.1,0.5715593530668295,0.021024266116311963,0.027791946607341488,1,0.0066149234771728516
First_Order,0.8405171693122578,0.31958762886597936,0.8600854440036619,0.1,0.5947055233445224,0.030995320089954027,0.26696329254727474,1,0.0020542144775390625
Fine_Tuning,0.8412122848611107,0.32216494845360827,0.8657308513884651,0.1,0.5686756179432407,0.02139412746315877,0.0012181535038932147,1,0.01060032844543457
