Model,Test_AUC,FPR,Test_Accuracy,Mod_Sample_Accuracy,MIA AUC.,JS Div.,Parameter,Run,Run_Time
Retrainer,0.8455683562335521,0.24484536082474226,0.8188892279523955,0.9,0.9379462923405554,0.0,,1,7.531704664230347
SISA,0.7914214465091239,0.37628865979381443,0.8880073237717424,0.8,0.7672337503814464,0.1776404155456588,,1,13.69175386428833
BFRT,0.8543594988814616,0.211340206185567,0.7921879768080562,0.1,0.45895636252670124,0.13265262654320822,0.0,1,0.011031866073608398
First_Order,0.8543594988814616,0.211340206185567,0.7921879768080562,0.1,0.45895636252670124,0.13265262654320822,0.0,1,0.0063152313232421875
Fine_Tuning,0.8543594988814616,0.211340206185567,0.7921879768080562,0.1,0.45895636252670124,0.13265262654320822,0.0,1,0.023805856704711914
BFRT,0.8543204169188533,0.211340206185567,0.7917302410741532,0.1,0.45778150747635027,0.13272656657347748,4.449388209121246e-05,1,0.011174678802490234
First_Order,0.8532838044346951,0.2345360824742268,0.8028684772657919,0.1,0.43863289594140975,0.13634813524494885,0.00389321468298109,1,0.0056018829345703125
Fine_Tuning,0.8543459142420524,0.211340206185567,0.7908147696063472,0.1,0.4548825144949649,0.13317679048076578,1.6017797552836483e-05,1,0.024097919464111328
BFRT,0.8542976365235361,0.211340206185567,0.7917302410741532,0.1,0.4568050045773573,0.1328023371680852,8.898776418242492e-05,1,0.010827779769897461
First_Order,0.8515623171298541,0.21391752577319587,0.7808971620384498,0.1,0.5792798291119927,0.14325041369518435,0.00778642936596218,1,0.0055065155029296875
Fine_Tuning,0.8543131021130176,0.20876288659793815,0.7857796765334147,0.1,0.4501068050045774,0.13389174700952916,3.2035595105672966e-05,1,0.02545452117919922
BFRT,0.854263361433334,0.211340206185567,0.7911199267622826,0.1,0.4558132438205676,0.1328799453070586,0.00013348164627363738,1,0.01073145866394043
First_Order,0.8493802060518105,0.2190721649484536,0.7772352761672261,0.2,0.5955141898077511,0.15355369786883855,0.011679644048943269,1,0.0052416324615478516
Fine_Tuning,0.8542255334374405,0.20876288659793815,0.7848642050656088,0.1,0.44543790051876714,0.13481818668404205,4.805339265850945e-05,1,0.022894859313964844
BFRT,0.8542286683542272,0.211340206185567,0.7906621910283796,0.1,0.45474519377479405,0.13295982230632905,0.00017797552836484984,1,0.010898351669311523
First_Order,0.8468827223450182,0.2190721649484536,0.7717424473603905,0.2,0.6119011290814769,0.1668585213560973,0.01557285873192436,1,0.00517582893371582
Fine_Tuning,0.8540343035134474,0.211340206185567,0.7885260909368325,0.1,0.44090631675312786,0.1359789666692238,6.407119021134593e-05,1,0.023986339569091797
BFRT,0.8542223985206537,0.211340206185567,0.790051876716509,0.1,0.45384498016478486,0.13304210546771203,0.0002224694104560623,1,0.011368513107299805
First_Order,0.8440362179026321,0.2268041237113402,0.7680805614891669,0.4,0.6314922184925237,0.18265085368065337,0.01946607341490545,1,0.005235910415649414
