Model,Test_AUC,FPR,Test_Accuracy,Mod_Sample_Accuracy,MIA AUC.,JS Div.,Parameter,Run,Run_Time
Retrainer,0.8574964883822261,0.21868686868686868,0.785012794799087,0.94,0.8851531917836641,0.0,,1,50.896267890930176
BFRT,0.8550042896857806,0.30303030303030304,0.84597828342209,0.06,0.5628546234179403,0.12108727000050763,0.0,1,0.0738985538482666
First_Order,0.8550042896857806,0.30303030303030304,0.84597828342209,0.06,0.5628546234179403,0.12108727000050763,0.0,1,0.0061953067779541016
Fine_Tuning,0.8550042896857806,0.30303030303030304,0.84597828342209,0.06,0.5628546234179403,0.12108727000050763,0.0,1,0.03296351432800293
BFRT,0.8549904157020498,0.30353535353535355,0.8464969914931877,0.06,0.5624358531018743,0.12132762586166397,6.674082313681869e-05,1,0.029515504837036133
First_Order,0.8549932186217357,0.30656565656565654,0.8496784009959195,0.06,0.5616906425063973,0.1242900929598501,0.00289210233592881,1,0.0047953128814697266
Fine_Tuning,0.8548768927676048,0.3207070707070707,0.8610553980219933,0.06,0.558731585863476,0.1267363590254132,4.449388209121246e-05,1,0.032810211181640625
BFRT,0.8549774510267122,0.30353535353535355,0.846773635797773,0.06,0.5619828480531157,0.12157075034714529,0.00013348164627363738,1,0.05133533477783203
First_Order,0.8549124307894446,0.29444444444444445,0.8388546925790166,0.08,0.5605619337436891,0.1279599364022529,0.00578420467185762,1,0.0053021907806396484
Fine_Tuning,0.8545465232171743,0.29494949494949496,0.8406874610968946,0.08,0.5546701016667819,0.13347056953874467,8.898776418242492e-05,1,0.03269314765930176
BFRT,0.8549619365381484,0.30303030303030304,0.8466698941835535,0.06,0.5615651151531917,0.12181709564599287,0.00020022246941045607,1,0.029695749282836914
First_Order,0.8547089050727035,0.29545454545454547,0.8412753302441386,0.08,0.5594193927657515,0.13208174320146318,0.00867630700778643,1,0.004769325256347656
Fine_Tuning,0.8539665906972314,0.2828282828282828,0.8294833667611868,0.08,0.5499591949650736,0.14120556949772775,0.00013348164627363738,1,0.03277778625488281
BFRT,0.8549499842886507,0.302020202020202,0.8456670585794315,0.06,0.5610830624524518,0.12206904731224051,0.00026696329254727476,1,0.030761003494262695
First_Order,0.8543651865000889,0.3116161616161616,0.8546579984784564,0.08,0.558008506812366,0.136624376724988,0.01156840934371524,1,0.00658869743347168
Fine_Tuning,0.8531354922001964,0.27474747474747474,0.8238467390552597,0.1,0.5442430320215783,0.14988773413986398,0.00017797552836484984,1,0.036936044692993164
BFRT,0.8549283952450484,0.3015151515151515,0.8462203471886023,0.06,0.5606079258593264,0.12232228693483599,0.0003337041156840935,1,0.032056570053100586
First_Order,0.8538944272332052,0.25606060606060604,0.8085275606888443,0.1,0.556082716647071,0.14155724553463267,0.01446051167964405,1,0.007206916809082031
Fine_Tuning,0.8520944747047279,0.26717171717171717,0.8163427622933813,0.14,0.5383695276298499,0.1594529501023035,0.0002224694104560623,1,0.0589139461517334
BFRT,0.8549111183855783,0.3015151515151515,0.8456324780413583,0.06,0.560180510408742,0.12257721210260089,0.00040044493882091214,1,0.03231620788574219
