Model,Test_AUC,FPR,Test_Accuracy,Mod_Sample_Accuracy,MIA AUC.,JS Div.,Parameter,Run,Run_Time
Retrainer,0.8412470817762598,0.22828282828282828,0.7636766028079397,0.82,0.8364769347811053,0.0,,1,53.910977363586426
SISA,0.8012702663279914,0.2601010101010101,0.7094543191092053,0.26,0.5093121930977246,0.16696607279693462,,1,102.9916033744812
BFRT,0.8428323906523847,0.22828282828282828,0.7673767203817692,0.14,0.5546189224704338,0.0421601348937304,0.0,1,0.07663917541503906
First_Order,0.8428323906523847,0.22828282828282828,0.7673767203817692,0.14,0.5546189224704338,0.0421601348937304,0.0,1,0.00273895263671875
Fine_Tuning,0.8428323906523847,0.22828282828282828,0.7673767203817692,0.14,0.5546189224704338,0.0421601348937304,0.0,1,0.010182619094848633
BFRT,0.8427862971537334,0.2287878787878788,0.7676879452244277,0.14,0.556624247873297,0.041644825921107964,0.005045606229143493,1,0.02485370635986328
First_Order,0.8426453449784802,0.2297979797979798,0.7683795559858911,0.16,0.5568158240542224,0.04123541417973772,0.04493882091212458,1,0.0022826194763183594
Fine_Tuning,0.8426283962199768,0.2292929292929293,0.7671692371533301,0.16,0.5579217096618023,0.041213878682621004,0.0012235817575083428,1,0.010119438171386719
BFRT,0.842733351032037,0.22676767676767676,0.7649906632547202,0.16,0.5586430596860087,0.041282220995135496,0.010091212458286985,1,0.024869918823242188
First_Order,0.8424095153779985,0.23636363636363636,0.7732554118542084,0.16,0.5591714503077668,0.042816285302593106,0.08987764182424916,1,0.0022339820861816406
Fine_Tuning,0.8424073217886792,0.23282828282828283,0.7677225257625009,0.16,0.5612808631302303,0.042430745147949915,0.0024471635150166856,1,0.010061264038085938
BFRT,0.842680339290147,0.23030303030303031,0.7679300089909399,0.16,0.5606840030430873,0.04108158127611087,0.015136818687430477,1,0.024783611297607422
First_Order,0.8421564370409867,0.23333333333333334,0.7699356801991839,0.16,0.5614696728681098,0.046867555849197336,0.13481646273637374,1,0.0022344589233398438
Fine_Tuning,0.8421429005325359,0.23030303030303031,0.76433363303133,0.16,0.5646289508264749,0.0458342373956262,0.003670745272525028,1,0.010077238082885742
BFRT,0.8426116536963668,0.2308080808080808,0.7683795559858911,0.16,0.5627138806279826,0.0410505069941796,0.02018242491657397,1,0.02476668357849121
First_Order,0.8418547247664109,0.22575757575757577,0.7617055121377688,0.16,0.5637388477764714,0.05301411582801752,0.17975528364849833,1,0.0022764205932617188
Fine_Tuning,0.8418379541198606,0.2292929292929293,0.7616017705235494,0.16,0.5678573898609862,0.05116192947473425,0.004894327030033371,1,0.010070085525512695
BFRT,0.8425361810997344,0.2287878787878788,0.7656131129400373,0.16,0.5647987412684141,0.04119451524102334,0.025228031145717464,1,0.024794578552246094
First_Order,0.8415170620002086,0.21868686868686868,0.7538211494570856,0.16,0.5659271042257417,0.060782020762750334,0.22469410456062291,1,0.002227306365966797
Fine_Tuning,0.8414931200039597,0.22373737373737373,0.7553772736703783,0.18,0.571032574866865,0.058033448662418184,0.006117908787541714,1,0.010035991668701172
BFRT,0.8424587024000493,0.2222222222222222,0.7592502939345737,0.16,0.5667874680130023,0.04151733045841183,0.030273637374860954,1,0.02483820915222168
First_Order,0.8411453329793592,0.2398989898989899,0.770350646656062,0.16,0.5681215851718652,0.06976237696047946,0.2696329254727475,1,0.0022382736206054688
Fine_Tuning,0.8411126916203389,0.23333333333333334,0.7618092537519884,0.18,0.574324642091431,0.06609222325513522,0.007341490545050056,1,0.010041236877441406
BFRT,0.8423755616151116,0.2222222222222222,0.7591811328584273,0.16,0.5687945224427692,0.04202017557034474,0.03531924360400445,1,0.024811983108520508
First_Order,0.8407339787360575,0.21616161616161617,0.7479424579846462,0.16,0.5703492634345391,0.07965167250585223,0.31457174638487206,1,0.0025963783264160156
Fine_Tuning,0.8406831043376073,0.23535353535353534,0.7626737672038177,0.18,0.5775669133411716,0.07505792290102839,0.0085650723025584,1,0.010079145431518555
BFRT,0.8422868899853085,0.22424242424242424,0.7602877100767688,0.16,0.5708434193236046,0.042701890241894074,0.04036484983314794,1,0.024904727935791016
First_Order,0.8402867302470094,0.21767676767676766,0.7482536828273048,0.16,0.5725395947160938,0.09023501933827549,0.35951056729699665,1,0.0022840499877929688
Fine_Tuning,0.8402173415797293,0.24595959595959596,0.7716301265647694,0.18,0.580756622173041,0.08472438425278242,0.009788654060066742,1,0.010072469711303711
BFRT,0.8422022868074914,0.2191919191919192,0.7544090186043295,0.16,0.5728549692233211,0.043559196895697705,0.04541045606229143,1,0.02488088607788086
First_Order,0.8397922445930834,0.23939393939393938,0.7652673075593056,0.16,0.5747921709661803,0.10135953081422978,0.40444938820912124,1,0.002232074737548828
Fine_Tuning,0.8397105005808325,0.24696969696969698,0.770558129884501,0.18,0.5837644373746456,0.09494145277281033,0.011012235817575084,1,0.010035514831542969
BFRT,0.8421113090966088,0.22676767676767676,0.7609101597620859,0.16,0.5748474998270973,0.04458699960856718,0.05045606229143493,1,0.02509903907775879
First_Order,0.8392704984359896,0.29797979797979796,0.8143025105470642,0.16,0.5770357562763676,0.11291326068100739,0.44938820912124583,1,0.0022628307342529297
Fine_Tuning,0.8391733524269347,0.251010101010101,0.7731862507780621,0.2,0.5866041911612145,0.10559736197652622,0.012235817575083428,1,0.010097980499267578
BFRT,0.8420150348986937,0.22828282828282828,0.7613942872951103,0.16,0.5768272356317864,0.04577869462672893,0.05550166852057842,1,0.02480292320251465
First_Order,0.8386922345438197,0.29494949494949496,0.8106023929732347,0.16,0.5792558268206653,0.12481117108046845,0.4943270300333704,1,0.0022356510162353516
Fine_Tuning,0.8385895201926459,0.25656565656565655,0.7768863683518915,0.2,0.5895220969638287,0.11660619541439883,0.01345939933259177,1,0.010083675384521484
BFRT,0.8419112331271734,0.22525252525252526,0.7579016529497199,0.18,0.5788266823431772,0.047126475361405705,0.06054727474972191,1,0.02484869956970215
First_Order,0.8380845071848488,0.2964646464646465,0.8100145238259907,0.16,0.5813998201812021,0.13698634288617295,0.539265850945495,1,0.0022423267364501953
Fine_Tuning,0.8379518231539539,0.2409090909090909,0.7613942872951103,0.22,0.592307213500242,0.12789926193140957,0.014682981090100113,1,0.010054349899291992
BFRT,0.8417955728492887,0.22575757575757577,0.7573137838024759,0.18,0.5808361574106095,0.04862189805351552,0.0655928809788654,1,0.025017261505126953
First_Order,0.8374400981378114,0.23434343434343435,0.7552735320561588,0.18,0.5836378726052978,0.14938453015520678,0.5842046718576196,1,0.0022475719451904297
Fine_Tuning,0.837274735250643,0.25656565656565655,0.7728404453973304,0.24,0.5950287018466007,0.13941957945343608,0.015906562847608455,1,0.010109186172485352
BFRT,0.8416800625604175,0.22828282828282828,0.7590428107061346,0.18,0.5828909329829172,0.0502561783862722,0.0706384872080089,1,0.024732112884521484
First_Order,0.8367609760085073,0.26262626262626265,0.7783041704128916,0.16,0.5857562763676603,0.1619606871270202,0.6291434927697441,1,0.0022504329681396484
Fine_Tuning,0.8365533818397802,0.2601010101010101,0.7751573414482329,0.24,0.597542015353759,0.1511185041156227,0.0171301446051168,1,0.010087728500366211
BFRT,0.8415580558724073,0.23232323232323232,0.7620167369804274,0.18,0.5849464001659865,0.05202044975788859,0.07568409343715239,1,0.02484130859375
First_Order,0.8360282984271402,0.2590909090909091,0.7748461166055743,0.16,0.587797219724739,0.17467684744460607,0.6740823136818688,1,0.0022449493408203125
Fine_Tuning,0.835787762921366,0.2595959595959596,0.7728750259354036,0.24,0.6000968255066049,0.16295338869576798,0.018353726362625142,1,0.01006627082824707
BFRT,0.8414301339926851,0.23232323232323232,0.7617746732139152,0.18,0.5870170827858081,0.05390599679240605,0.08072969966629588,1,0.02495884895324707
First_Order,0.8352776221641764,0.25656565656565655,0.7724254789404523,0.16,0.5898921087212117,0.1875005018730029,0.7190211345939933,1,0.0022475719451904297
Fine_Tuning,0.8349792940167133,0.26616161616161615,0.7785462341794038,0.24,0.6024261705512138,0.17488635190584664,0.019577308120133485,1,0.010068655014038086
BFRT,0.8412909160653983,0.302020202020202,0.8219793899993084,0.14,0.5890891486271527,0.05590447552322814,0.08577530589543937,1,0.024775028228759766
First_Order,0.8344747965961494,0.26515151515151514,0.778165848260599,0.16,0.5919828480531157,0.2004035816698641,0.7639599555061178,1,0.002277851104736328
Fine_Tuning,0.8341240097912828,0.26565656565656565,0.7774396569610623,0.24,0.6046905041842452,0.18688310121535429,0.020800889877641827,1,0.010061979293823242
BFRT,0.8411578383133436,0.30303030303030304,0.8226710007607718,0.14,0.5911349332595616,0.058007813277517924,0.09082091212458286,1,0.02474832534790039
First_Order,0.8336351955969226,0.2641414141414141,0.7761255965142818,0.16,0.5939207414067362,0.2133615522992112,0.8088987764182425,1,0.0022416114807128906
Fine_Tuning,0.8332143826714693,0.2641414141414141,0.7750881803720866,0.26,0.6068877515734143,0.19891263058057818,0.02202447163515017,1,0.010050773620605469
BFRT,0.8410085148762853,0.30404040404040406,0.8236046752887475,0.14,0.5931544366830347,0.0602083684188283,0.09586651835372637,1,0.025049209594726562
First_Order,0.8327569724267697,0.26464646464646463,0.7758489522096964,0.16,0.5958496438204578,0.22635260547066569,0.853837597330367,1,0.002232789993286133
Fine_Tuning,0.8322840851907598,0.2686868686868687,0.7776125596514282,0.26,0.608957050971713,0.2109466905120287,0.023248053392658515,1,0.01006317138671875
BFRT,0.8408609631844466,0.3015151515151515,0.8216335846185767,0.14,0.5951998755100629,0.062499242282721405,0.10091212458286986,1,0.02483057975769043
First_Order,0.8318567571175411,0.2636363636363636,0.7721142540977938,0.18,0.597870530465454,0.2393571140739918,0.8987764182424917,1,0.0022399425506591797
Fine_Tuning,0.8312939983396216,0.2681818181818182,0.7768517878138184,0.26,0.6109239919773152,0.22295955192542313,0.024471635150166857,1,0.010036706924438477
BFRT,0.8407030809993168,0.301010101010101,0.8209765543951864,0.14,0.5972505014178021,0.06487405651925794,0.10595773081201335,1,0.024795055389404297
First_Order,0.830889627959752,0.24343434343434345,0.7510547064112317,0.24,0.599776955529428,0.252357185538773,0.9437152391546162,1,0.002287149429321289
Fine_Tuning,0.8302574336429857,0.2686868686868687,0.776367660280794,0.26,0.6129006155335777,0.2349277532106946,0.0256952169076752,1,0.010036706924438477
BFRT,0.8405444863663736,0.3111111111111111,0.828930078152016,0.14,0.5992440694377206,0.0673269298999654,0.11100333704115684,1,0.02499866485595703
First_Order,0.829898106838674,0.24141414141414141,0.7487378103603292,0.24,0.6017511584480255,0.2653361441863092,0.9886540600667408,1,0.0023109912872314453
Fine_Tuning,0.8291809718688106,0.26717171717171717,0.7730825091638426,0.28,0.6147686562002905,0.24683023677561194,0.02691879866518354,1,0.01006937026977539
BFRT,0.8403696272998004,0.3085858585858586,0.8263365377965282,0.14,0.6012953869562211,0.06985264495282882,0.11604894327030033,1,0.024719715118408203
First_Order,0.8288818375304009,0.24545454545454545,0.7508818037208659,0.24,0.6036745279756554,0.2782782783234216,1.0335928809788655,1,0.002279520034790039
Fine_Tuning,0.8280519483197855,0.2681818181818182,0.7722179957120133,0.28,0.6165191230375545,0.2586478787665733,0.028142380422691883,1,0.010018348693847656
BFRT,0.8401901091995012,0.302020202020202,0.8208382322428937,0.16,0.6033245729303548,0.07244612883299166,0.12109454949944382,1,0.0248568058013916
First_Order,0.8278107003661981,0.2914141414141414,0.7884708486064043,0.18,0.6055854485095787,0.29116861002068234,1.07853170189099,1,0.0022766590118408203
Fine_Tuning,0.8268927301075195,0.27121212121212124,0.7706964520367937,0.3,0.6181457915485166,0.2703637562984953,0.029365962180200225,1,0.010048627853393555
BFRT,0.8400094193100355,0.3106060606060606,0.8273739539387233,0.16,0.6052890932982917,0.07510249890351291,0.1261401557285873,1,0.02505803108215332
First_Order,0.8267067156080817,0.2904040404040404,0.7862576941697212,0.18,0.6073953938723287,0.303992885219799,1.1234705228031145,1,0.0023059844970703125
Fine_Tuning,0.825670525883979,0.2994949494949495,0.7938999930838924,0.28,0.6197019157618093,0.28196284055077175,0.03058954393770857,1,0.010127782821655273
BFRT,0.8398199175660382,0.3111111111111111,0.8278235009336745,0.16,0.607330382460751,0.07781779511240827,0.1311857619577308,1,0.024814605712890625
First_Order,0.8255599089866668,0.2868686868686869,0.7819351269105748,0.22,0.609091223459437,0.3167374594675704,1.1684093437152392,1,0.0023136138916015625
Fine_Tuning,0.824399481487981,0.2924242424242424,0.7851856974894529,0.32,0.62119095373124,0.2934320576884593,0.03181312569521691,1,0.010089397430419922
BFRT,0.8396209290169496,0.3101010101010101,0.8262673767203818,0.16,0.6092890241372156,0.08058815368234735,0.1362313681868743,1,0.0248260498046875
First_Order,0.8243972972729747,0.28888888888888886,0.7822809322913065,0.22,0.6109018604329484,0.3293893776129945,1.2133481646273636,1,0.002287149429321289
Fine_Tuning,0.8231084323073334,0.29545454545454547,0.7852548585655993,0.32,0.6226239712289923,0.3047600583289678,0.03303670745272526,1,0.010004997253417969
BFRT,0.8394107569120562,0.3015151515151515,0.819109205339235,0.16,0.6112915830970329,0.0834100252616459,0.1412769744160178,1,0.0250399112701416
