Model,Test_AUC,FPR,Test_Accuracy,Mod_Sample_Accuracy,MIA AUC.,JS Div.,Parameter,Run,Run_Time
Retrainer,0.8586778862198343,0.24898989898989898,0.8140258662424787,1.0,0.9305743827373955,0.0,,1,58.98716974258423
BFRT,0.8591222474203765,0.21414141414141413,0.774776955529428,0.1,0.5664733038246076,0.11331419361820841,0.0,1,0.01717209815979004
First_Order,0.8591222474203765,0.21414141414141413,0.774776955529428,0.1,0.5664733038246076,0.11331419361820841,0.0,1,0.005136728286743164
Fine_Tuning,0.8591222474203765,0.21414141414141413,0.774776955529428,0.1,0.5664733038246076,0.11331419361820841,0.0,1,0.027744531631469727
BFRT,0.8591205037980968,0.21414141414141413,0.7749152776817207,0.1,0.5656476934781105,0.1134116908455144,8.342602892102337e-05,1,0.01644444465637207
First_Order,0.859195151455156,0.21616161616161617,0.7771975931945501,0.1,0.5627999861677848,0.11522606418189318,0.00289210233592881,1,0.003983020782470703
Fine_Tuning,0.8591768996670995,0.21818181818181817,0.7792378449408672,0.1,0.5603024068054498,0.11640310437331342,4.449388209121246e-05,1,0.027510404586791992
BFRT,0.8591231004828895,0.21414141414141413,0.7750190192959402,0.1,0.5649301473130923,0.11351092722194583,0.00016685205784204674,1,0.01636791229248047
First_Order,0.8592237899823838,0.21616161616161617,0.7777163012656477,0.1,0.5596782280932291,0.1175221529148067,0.00578420467185762,1,0.003958940505981445
Fine_Tuning,0.8591495922923646,0.21313131313131314,0.775572307905111,0.1,0.5549882426170551,0.1202376845872439,8.898776418242492e-05,1,0.027529239654541016
BFRT,0.8591252003290759,0.21414141414141413,0.7750190192959402,0.1,0.5642411300919843,0.11361220567500124,0.0002502780867630701,1,0.016381502151489258
First_Order,0.859222524450084,0.21161616161616162,0.7746732139152085,0.1,0.5570120686077875,0.1202065032609114,0.00867630700778643,1,0.003977298736572266
Fine_Tuning,0.8590530837366163,0.21212121212121213,0.7743274085344768,0.1,0.5501227609101598,0.12482915301478406,0.00013348164627363738,1,0.02745509147644043
BFRT,0.8591270658174289,0.21414141414141413,0.7748115360675012,0.1,0.5634604744449824,0.11371470547076036,0.0003337041156840935,1,0.016356706619262695
First_Order,0.859157382346743,0.21363636363636362,0.7764368213569404,0.1,0.5542464900753856,0.12327057477816937,0.01156840934371524,1,0.003972053527832031
Fine_Tuning,0.858914306402056,0.21464646464646464,0.777992945570233,0.15,0.5457837678954285,0.13013685832815283,0.00017797552836484984,1,0.027579784393310547
BFRT,0.8591290812947951,0.21464646464646464,0.7752956636005256,0.1,0.5627896120063628,0.1138188955043566,0.0004171301446051169,1,0.016387224197387695
First_Order,0.8590439531554314,0.21212121212121213,0.776160177052355,0.15,0.5513157894736842,0.12669457103540693,0.01446051167964405,1,0.0039653778076171875
