Model,Test_AUC,FPR,Test_Accuracy,Mod_Sample_Accuracy,MIA AUC.,JS Div.,Parameter,Run,Run_Time
Retrainer,0.8440508475143035,0.28350515463917525,0.839792493133964,0.9125,0.8826766097039975,0.0,,1,6.96247124671936
SISA,0.7865608625284651,0.4020618556701031,0.847726579188282,0.2875,0.5612450411962161,0.09073306140786969,,1,14.504536867141724
BFRT,0.8413803164008813,0.2422680412371134,0.7989014342386329,0.15,0.5749485047299359,0.04575814119454453,0.0,1,0.02228093147277832
First_Order,0.8413803164008813,0.2422680412371134,0.7989014342386329,0.15,0.5749485047299359,0.04575814119454453,0.0,1,0.0027015209197998047
Fine_Tuning,0.8413803164008813,0.2422680412371134,0.7989014342386329,0.15,0.5749485047299359,0.04575814119454453,0.0,1,0.010787487030029297
BFRT,0.8413656867892099,0.2422680412371134,0.7982911199267623,0.15,0.5741016936222154,0.04581871449394263,0.002545050055617353,1,0.022247791290283203
First_Order,0.8412841789527539,0.23711340206185566,0.794476655477571,0.15,0.5750286084833689,0.047414615798883425,0.04449388209121246,1,0.002377033233642578
Fine_Tuning,0.8413259778432441,0.2422680412371134,0.7976808056148916,0.15,0.5743229325602686,0.04591210606880861,0.00015617352614015573,1,0.010698795318603516
BFRT,0.8413535651109676,0.23711340206185566,0.7938663411657003,0.1625,0.573264418675618,0.04588491089679811,0.005090100111234706,1,0.02219247817993164
First_Order,0.8410843802562105,0.24484536082474226,0.7992065913945682,0.1375,0.5751182483979249,0.04950858611526791,0.08898776418242492,1,0.0023641586303710938
Fine_Tuning,0.8412860599028259,0.23711340206185566,0.7932560268538297,0.1625,0.5737335978028685,0.04607934866178576,0.00031234705228031146,1,0.010581016540527344
BFRT,0.8413326656657225,0.23711340206185566,0.7950869697894416,0.1625,0.5724309581934697,0.04595675178647943,0.0076351501668520585,1,0.022283554077148438
First_Order,0.8409054810049121,0.2422680412371134,0.7952395483674092,0.1375,0.5750419591089411,0.05201104084594922,0.13348164627363737,1,0.0023441314697265625
Fine_Tuning,0.8412214806170186,0.23711340206185566,0.7938663411657003,0.1625,0.5731175617943242,0.0462598828970608,0.00046852057842046717,1,0.010672569274902344
